79512391,79505419
43239634,43233227
57918387,57911426
77463095,77456643
93856960,93852350
97108283,97099891
72866650,72862892
77935049,77929587
92409249,92403246
124412750,124407345
151953483,151948547
98843687,98837162
176249498,176242467
173619964,173615795
138414319,138409259
161454425,161449724
161854928,161848307
128969649,128964999
135751994,135748559
196505916,196500775
221845685,221841260
176389022,176382392
158168099,158161203
163596419,163591821
174722813,174718345
201002223,200997949
202205793,202199243
145557934,145551384
199058186,199052134
209826425,209821409
91705919,91701816
196465638,196460987
153906288,153900289
175547012,175542322
100542482,100537455
206593393,206588257
190904805,190901438
217721591,217717814
175014118,175007629
178794137,178788817
176586418,176581550
101955817,101950725
227972901,227966279
132204297,132196901
205978774,205972603
155298235,155294732
148063331,148059983
263393749,263388074
192261579,192255000
144240787,144236898
137945151,137940153
237936941,237932100
92093881,92088397
108762210,108758014
149415121,149411184
124034204,124029707
198580750,198575319
121087001,121082533
203870102,203864606
162101905,162097468
69854765,69848677
282535334,282531367
166010786,166005233
245491063,245485858
199739709,199734865
277819234,277813954
128963313,128958820
157389489,157383469
142376001,142370298
134951706,134947106
346303386,346297874
161474472,161469003
220229615,220223701
163734486,163729899
213103152,213099312
186424749,186419032
165987084,165980445
202635208,202629722
176536421,176531574
236927150,236922939
145867048,145862318
249336704,249331661
245410756,245403709
223431886,223427626
250701770,250697723
204944056,204939410
373432406,373428031
281788782,281780224
164100060,164096802
220590739,220585834
121382281,121377764
99163468,99148869
154101429,154096844
236158564,236152607
242852031,242848284
251909954,251906223
309590976,309586268
158269746,158263321
183831421,183826564
53343171,53337069
200503963,200500113
205164870,205160961
207701263,207694632
135433932,135429849
178746569,178741545
208388351,208384757
221383825,221378988
192161078,192155078
125370284,125365300
271262973,271257294
216497651,216493051
210988878,210985674
210109112,210105705
154847211,154841888
106698712,106694615
183498698,183492117
220313466,220309285
240468076,240464526
165529336,165524739
203901309,203895222
173551705,173547770
126272644,126268761
141532068,141528218
333631663,333626243
108185755,108181598
173490810,173486278
190352420,190346856
199428750,199425633
93498245,93492584
235524975,235519075
134851231,134847630
151870630,151867155
224733928,224728879
153431876,153425755
109551537,109547213
143781681,143776898
132798573,132793408
170034787,170030040
264519550,264515026
69036370,69030184
203519673,203514933
150034531,150029997
193243734,193238117
130792859,130788640
182931253,182925730
220932852,220927400
125615775,125609585
251841401,251837065
200902520,200897990
86028116,86022790
170506946,170502191
61322518,61315606
188134816,188129062
348444979,348438708
182815835,182810312
554691511,554686394
569201640,569197369
702247795,702243033
232927194,232922095
336465794,336460758
265881333,265875014
463238870,463232764
292703425,292697864
172926845,172920859
171962007,171958337
126534659,126528683
122299853,122293295
140280084,140274476
149818382,149812405
180842382,180835347
165567735,165562356
86266325,86260557
196951298,196944728
129512313,129507651
152056175,152049446
207473613,207468221
41620201,41614696
144089419,144084144
214201570,214195799
254400180,254393518
190339220,190332896
151508623,151502877
61917704,61910739
147695323,147690175
254804518,254799525
211905051,211899757
125037144,125030760
142033458,142028075
165380142,165374681
76319531,76312683
273807309,273803877
271470655,271463431
172442376,172436786
199518728,199513204
187520040,187513397
117514200,117507724
66146037,66141419
84755048,84748949
151476690,151471746
132054694,132049766
168090215,168085208
57396736,57390276
244289290,244282858
174824199,174819081
155863128,155857780
135582811,135576647
168771599,168765424
104838685,104831743
358831683,358826399
92314333,92308944
157949219,157942516
174044519,174037614
163955375,163950658
166763484,166758946
141688222,141682515
165379194,165372576
85840745,85834357
161404496,161398944
235071430,235052640
349997401,349991426
288975558,288969636
200424829,200420456
327607436,327601990
146341176,146329315
180888299,180884183
187356890,187350299
192164558,192159115
201908962,201904534
174807040,174802050
156855664,156849298
321039490,321033758
234263007,234257965
194738981,194731578
184405500,184395053
216507463,216501725
274729242,274723766
303236599,303232141
198804792,198800165
188673476,188670176
245378153,245374253
44566000,44549509
192265127,192259377
182712842,182708009
234017570,234014296
193949658,193945856
181824957,181816723
163538816,163533046
67182659,67177531
175935963,175929371
176079742,176074359
104240038,104235252
160236087,160231250
185820828,185817503
174254377,174248576
92649933,92644097
199946015,199941134
163019992,163013628
151087492,151080350
175178985,175174395
179176760,179170729
245699582,245693608
167237751,167232454
239767466,239760128
265080420,265073725
58788128,58781643
217169479,217164523
224307157,224301950
168303466,168298155
175471541,175467698
155147915,155142703
199244015,199239851
220002184,219996030
146468122,146462781
137346799,137342054
169268393,169263225
170762966,170757941
178864486,178861155
207781189,207776186
102469352,102465363
110046434,110043124
207109424,207103047
223016094,223009750
179341868,179334034
115675621,115670579
65138932,65134681
231416205,231411827
172525628,172519054
146194877,146191713
192635942,192629544
237649653,237645213
101454314,101449206
245692193,245686315
152430540,152427106
222848654,222843139
170467131,170459789
155608269,155604390
255430344,255425126
107450504,107446256
236801888,236797207
223948400,223942615
173180228,173175878
150632804,150628536
290492709,290488778
214324521,214319706
173522677,173515537
210048261,210044545
179650799,179644766
175407273,175400424
210468055,210461389
141535013,141529793
232448597,232442795
167942097,167934677
82167644,82162987
121243387,121238720
193468190,193463136
255214845,255209998
242970483,242966488
103533160,103527971
178986997,178982616
109285048,109279156
156850807,156844911
218040950,218035950
267824981,267819962
191497249,191492523
242383551,242378575
165039765,165035354
355567249,355561785
214955860,214951363
176150414,176144476
141534531,141529588
169624254,169619650
175833093,175827623
178196206,178191035
226750070,226746339
246446134,246441115
150935607,150931382
32911398,32906955
119823835,119819202
67171242,67166397
215994354,215986599
201364182,201360683
223882795,223878884
132112457,132106327
115900228,115894162
51883052,51879097
91396889,91391002
213644339,213639203
108250410,108245162
152782807,152776357
130142515,130137036
98457932,98451376
269483668,269472493
138834433,138829163
197615394,197610865
221662184,221656424
186773131,186767681
182683557,182677495
91417127,91411555
156650801,156646046
165639592,165635397
193795337,193789567
239185185,239179660
259367273,259363320
182627220,182623097
126698847,126694160
146569431,146564163
177281801,177278361
137751367,137746614
186333296,186328874
198464934,198460773
113303722,113300330
129612676,129606597
115669320,115664893
133945823,133941586
296379275,296373881
118498649,118491658
281333208,281328438
206195194,206189827
180784805,180780396
193578200,193574263
191155729,191151381
130121562,130116093
156530773,156527504
168309021,168303854
199480377,199476387
121746718,121740542
157786780,157782829
159188137,159182425
59582956,59579588
151782838,151778348
189018014,189014031
237052067,237046164
176147594,176129156
219837003,219831826
142112845,142106714
241262049,241256334
166373985,166368914
332657622,332652095
153839650,153835327
77453188,77449244
259796899,259791227
193860563,193854906
173321757,173317757
222719554,222716583
162808135,162802578
132370504,132364762
133878393,133872036
90056979,90051184
204538718,204534124
175651333,175645598
79656995,79646553
153195835,153187591
209186336,209180762
141089717,141083827
253043351,253038117
87610697,87605894
97514858,97511406
87072120,87068981
218465956,218448166
192278148,192271716
126418166,126413829
167599447,167593422
211703196,211698589
169105438,169099841
178903424,178898579
72071099,72066075
75523576,75517501
143469357,143464282
196156962,196153130
204433606,204428445
187277006,187273471
226775938,226771098
266344732,266340366
243442809,243439028
302856954,302853371
315663011,315658683
173050344,173044349
149319865,149313667
129639859,129635915
191862643,191857139
292658416,292652913
222377294,222372120
164443657,164436862
94427645,94423083
138793826,138787294
177405019,177386772
286652890,286647193
61147668,61142899
125675103,125669382
212620508,212614371
196819494,196814296
179844825,179838918
230426307,230420612
200808130,200804232
382741709,382738591
154841787,154836289
126662217,126655446
213349712,213343097
156463593,156456806
