24869586,24864085
26001236,25995832
24410057,24404156
20955087,20936909
23852889,23846946
28885923,28880425
23530271,23512773
26764336,26757959
31381467,31376090
23633680,23627864
28515169,28509747
24051759,24046469
21688855,21683949
29143763,29139012
24707129,24702057
24373296,24368892
23317632,23312366
21616580,21611691
29394184,29389482
23117981,23112627
23349807,23344465
23172383,23166451
20357781,20352082
28421640,28417132
26143912,26137918
17661570,17655916
24618454,24605534
26634877,26630050
26982974,26978147
24269617,24264371
23293675,23289040
16646321,16641264
23260613,23255305
26348609,26343154
24105032,24100492
31125594,31120875
22712149,22707211
23954439,23948624
17179847,17175160
16147564,16142758
24845150,24839129
24322486,24316925
26256429,26251238
29469432,29464278
23128934,23123814
21513646,21507961
24469938,24464752
24501145,24496508
29289159,29283877
24093114,24088320
24186167,24180753
41031880,41026262
27185724,27180361
28728296,28722507
23294999,23289796
20126199,20121294
26885417,26880538
31073369,31068672
25627469,25622729
16419788,16414863
26592363,26587850
20570836,20562121
17074125,17068844
22634636,22629243
23805712,23801434
20410683,20406480
26365897,26360350
28783722,28779257
23380625,23375718
23179324,23174908
26907581,26902901
20389177,20384903
24134865,24129533
31788147,31783374
29283911,29278541
26313354,26308320
23891294,23885124
26990104,26985016
30636124,30630542
21197226,21191841
24038267,24022012
27118786,27114445
26466214,26461491
26343001,26337634
30441519,30436665
29161865,29157151
29809711,29804834
20159910,20154794
17311656,17305666
41646018,41640889
22615511,22610124
19748453,19742853
29609133,29603728
23597037,23592144
24189345,24183911
25908419,25902532
26449234,26444047
23836103,23831529
30384304,30378753
31950651,31945125
20879517,20874456
29249405,29243693
23451181,23446004
36824740,36818511
20566889,20561477
25103619,25098892
21562286,21557436
28934757,28930062
17950250,17945755
21426563,21421777
20981625,20977352
27139921,27135026
27977174,27971772
29689547,29684628
20192628,20188218
23763142,23759021
28196089,28191704
26362947,26357814
23322740,23316934
23480250,23475347
33511775,33507666
19991843,19987508
31391170,31386134
40589915,40584719
24667030,24661366
31639890,31635056
33507169,33502345
40618503,40610389
25949378,25944040
30039631,30034094
13827968,13822345
30779856,30774886
42074431,42068606
29223140,29218140
20696554,20691363
18130910,18125382
24020336,24015086
26153795,26148876
20760740,20756131
23976247,23971203
20707501,20702832
29436336,29432345
22991883,22987899
29343585,29338469
33668549,33663418
28854874,28849337
27125364,27120110
26254535,26249207
24092479,24088609
28864314,28860121
26720436,26716041
20888192,20883344
23652945,23647618
24160252,24155183
30425061,30420447
54783687,54778212
29620598,29614896
24273222,24267442
31874626,31869593
20323088,20318630
23990378,23985372
12113414,12108193
21774514,21769275
22958356,22952964
28895147,28888691
25799211,25793575
26324929,26319969
25834908,25830043
40982754,40977627
39055291,39050610
26792215,26786896
14723673,14719788
33788338,33783185
32334676,32329541
29750299,29744910
20040476,20035483
30778908,30773446
25992592,25986789
23225601,23220298
25697893,25692505
31195941,31191100
26901649,26896703
29537783,29532337
26780399,26775272
28892323,28886983
26030840,26024975
30802559,30797761
31569303,31564438
28671133,28666265
21693343,21688725
27853349,27848769
35840051,35834794
20468818,20464061
26430653,26425063
24765277,24760214
14029317,14024803
27131103,27125795
15372758,15368277
24222889,24218373
24004275,23999769
28813738,28808578
28801979,28797120
29440003,29434274
29417481,29411899
12289411,12284351
28997132,28992294
22766678,22760946
28066115,28060292
29320692,29314926
26473690,26468476
25812150,25795915
23547097,23541957
28920431,28913845
20688932,20683149
26489082,26483357
19581284,19575423
36362482,36356456
20664980,20660143
26753559,26748304
29687683,29682397
26656729,26650392
22374263,22369077
29648951,29643507
34600526,34595242
34875734,34869693
23984116,23979058
24348201,24343078
26361697,26356240
24963337,24957784
24033275,24028299
20702716,20697764
40665009,40659803
27041088,27035388
24808937,24803659
29486672,29481745
23498041,23492987
23366027,23361127
18335801,18331275
28015947,28011735
35048302,35043565
40935550,40929732
25358394,25353715
24125891,24121498
23772146,23767273
33388181,33383492
21367531,21361732
24991250,24986873
20769001,20764264
24073582,24068192
20271920,20266355
24446546,24442178
26733918,26729544
25904761,25899409
29419744,29414503
23491402,23485624
16668683,16663471
31597696,31593056
24786990,24781790
16732086,16727911
24068376,24064639
28650911,28646199
30819332,30813902
23248039,23243834
18265921,18260551
23815086,23809256
18201176,18195332
23218563,23213260
42137192,42131660
21428754,21424788
23105394,23096715
32543787,32539288
24310828,24305810
16776854,16772541
26904849,26899204
23165056,23159475
28788491,28783267
21130813,21126874
28673567,28669006
29024566,29020579
31298116,31293229
24131819,24125510
20572694,20566891
26856441,26851136
30855571,30850880
16786259,16782655
23671540,23667504
26224787,26219474
20387098,20381659
28844086,28840047
42274182,42268216
20391068,20386435
29062756,29058012
32053412,32049468
29038032,29033523
29350188,29345426
23834896,23818027
30856611,30851885
26467341,26463023
20238447,20232906
17428012,17422187
23419488,23413720
20352320,20347239
12639414,12634114
29844038,29838110
28181161,28175782
37213144,37207696
32216722,32211405
27994683,27985260
30042337,30037630
12522932,12518442
30088965,30084622
24694377,24689866
23444076,23439524
23002870,22998846
17188608,17184299
24515313,24510919
31539591,31535072
29518667,29513549
24391016,24386709
20439175,20434089
20698432,20694217
33870949,33866085
17714278,17709017
29785670,29780915
29468009,29463143
23902739,23898673
23545918,23540938
29464933,29459445
23953660,23944517
29574420,29569362
21169943,21165364
23428138,23422321
21130234,21126370
23281693,23277218
20202596,20198023
31532916,31529296
23081467,23076765
29335105,29330476
24527979,24524235
18007244,18003114
24363760,24359151
24134807,24130418
28652527,28647992
24408178,24403673
21547895,21544074
23768878,23764479
18383282,18379096
21560685,21554936
25195992,25191495
20151628,20146391
29581077,29575954
29456162,29450802
31319803,31315170
18343041,18338220
28292978,28287878
16682840,16678816
24147375,24142526
23136390,23131152
14419573,14414363
23865958,23860724
34405521,34401232
31110219,31104686
29997459,29993100
22712238,22708096
20120779,20115763
29714227,29709076
42088574,42083724
21763887,21759606
28638020,28632365
15959256,15953861
14863743,14857969
15356072,15351697
23607946,23602094
23945367,23939861
20942437,20937661
17801215,17797394
29542734,29537919
17205354,17199001
54145394,54139902
24056659,24051599
33656253,33651353
16696835,16691809
23634170,23629442
24549049,24544239
23840754,23834764
28902293,28896642
16875394,16869680
26698549,26693364
24193986,24188878
22628447,22624663
21224352,21220839
47850416,47845015
14405096,14394544
31658211,31653062
23320770,23315950
28583377,28578020
24320194,24315324
29056093,29051319
14241463,14236260
25543206,25538500
31036111,31031099
26879000,26874276
20060902,20055600
25992655,25987522
15071495,15065420
33083521,33078636
41843879,41838608
31319380,31313846
23109380,23104332
30977033,30971202
24004517,23999591
21347140,21342116
20371983,20367340
20176247,20171577
24683020,24677798
26086913,26082421
24874421,24868983
16619915,16614511
16858959,16853241
21027090,21021488
17651293,17646140
29501265,29495441
25618183,25613050
17980739,17975798
20174363,20169289
21034653,21028890
20270543,20265049
31333237,31327603
24234888,24229173
29478578,29473117
21689909,21684189
23627707,23622438
41231995,41225558
24240132,24234743
28640283,28634817
33084066,33078448
22127001,22121520
28890454,28885262
16839047,16833836
16923818,16917054
30986622,30981472
19875392,19870514
29760446,29755235
20920895,20915594
